model_key,dataset,module,locus_id,fit_seed,template,concept,expected_rows,actual_unique_rows,failed_rows,execution_status,reason,template_eligible,template_reason,primary_template,is_primary_template,run_status,completed_modules,ineligible_modules,requested_modules,block_included,probe_graded,cell,readable,n_pos,n_neg,selectivity,answer_capable,answer_auroc,W_qq,O_q,verdict,steering_reference,owned,altdir_owned_dom,altdir_owned_pattern,altdir_owned_orth,altdir_owned_resid,altdir_O_q_dom,altdir_O_q_pattern,altdir_O_q_orth,altdir_O_q_resid,valid_readable,valid_answer_capable,valid_owned,valid_O_q,valid_verdict,attrrand_random_p95,attrrand_steering_reference,attrrand_steering_reference_sham_only,attrrand_steering_reference_rule,attrrand_O_q,attrrand_verdict,validfit_owned,validfit_O_q,validfit_verdict,validfit_steering_reference,validfit_cos_to_report_model,validfit_cos_to_report_whitened,validfit_auroc_expert_heldout,validfit_auroc_report_labels_heldout,projseed_owned_seed1,projseed_owned_seed2,projseed_O_q_seed1,projseed_O_q_seed2,towerswap_tower,towerswap_reader,towerswap_W_qq,towerswap_O_q,towerswap_verdict,towerswap_steering_reference,towerswap_owned,towerswap_owned_native,towerswap_owned_changed,towerswap_dW_qq,towerswap_reader_over_tower,towerswap_crossover_complete,replay_source_block,replay_W_qq,replay_O_q,replay_verdict,replay_steering_reference,replay_owned,replay_owned_core,replay_owned_changed,replay_dW_qq,replay_drift_max_abs,semend_sign,semend_value,semend_competitor,semend_E_own,semend_E_max_other,semend_E_sham,semend_random_max,semend_rank_in_random_family,semend_O_q,semend_verdict,semend_steering_reference,semend_owned,semend_owned_core,semend_intended,semend_unintended_mean,semend_unintended_max,semend_selectivity,semend_answer_E_own,semend_answer_owned,semend_answer_selectivity
gemma3-4,coco,CORE,vis.last,0,IY,bottle,76200,76200,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,true,true,34,366,0.06171384282774306,true,0.9246223079395692,0.3061438885993405,0.4371924290770629,fixed_family_advantage,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CORE,vis.last,0,IY,bicycle,76200,76200,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,true,false,9,391,0.10509893266790815,false,0.8974140380789997,0.12353392103663467,-0.2699589664061994,stronger_competitor,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,IY,person,400,400,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,IY,dog,400,400,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,IY,car,400,400,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,IY,chair,400,400,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,IY,bottle,400,400,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,IY,bicycle,400,400,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,WY,person,400,400,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,WY,bottle,400,400,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,IA,person,400,400,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,IA,bottle,400,400,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,IB,person,400,400,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,IB,bottle,400,400,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,WA,person,400,400,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,WA,bottle,400,400,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,WB,person,400,400,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,CALIBRATION,vis.last,0,WB,bottle,400,400,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,PROMPT,vis.last,0,WY,person,76200,76200,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,PROMPT,vis.last,0,WY,bottle,76200,76200,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,PROMPT,vis.last,0,IA,person,76200,76200,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,PROMPT,vis.last,0,IA,bottle,76200,76200,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,PROMPT,vis.last,0,IB,person,76200,76200,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,PROMPT,vis.last,0,IB,bottle,76200,76200,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,PROMPT,vis.last,0,WA,person,76200,76200,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,PROMPT,vis.last,0,WA,bottle,76200,76200,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,PROMPT,vis.last,0,WB,person,76200,76200,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,PROMPT,vis.last,0,WB,bottle,76200,76200,0,COMPLETE,,true,,IY,false,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,DOSE,vis.last,0,IY,person,27000,27000,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,DOSE,vis.last,0,IY,dog,27000,27000,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,DOSE,vis.last,0,IY,car,27000,27000,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,DOSE,vis.last,0,IY,chair,27000,27000,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,DOSE,vis.last,0,IY,bottle,27000,27000,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,DOSE,vis.last,0,IY,bicycle,27000,27000,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,REFIT,vis.last,1,IY,person,4200,4200,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemma3-4,coco,REFIT,vis.last,2,IY,person,4200,4200,0,COMPLETE,,true,,IY,true,COMPLETE,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,,CORE|CALIBRATION|PROMPT|DOSE|REFIT|LOCUS|LOCUS_CALIBRATION|ALTDIR|ALTDIRD|TOWERSWAP|TOWERSWAPD|FGOBJ|FGOBJ_CALIBRATION,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
